Company,Categories,Sentence
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"the
development of an enterprise esg program, including climate risks, is included in f&g’s 2022 own
risk self-assessment (“orsa”) summary report, and articulates the management committee’s
responsibility for actively monitoring and focusing resources on esg-related activities."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"overall climate risk is deemed to be minimal for the insurance-related products sold by f&g.
climate-related underwriting risk is monitored within the overall risk framework, although it is not
considered material to f&g’s overall business."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"f&g intends to undertake a broader quantitative climate scenario assessment to
understand how climate change may impose physical and transition risks to our investments."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"looking ahead, the esg executive steering committee will decide the level of granularity desired in
embedding climate risk into existing risk frameworks, climate-related risks will need to be
quantified before any decisions can be taken about how to consider these risks."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"climate risks will be identified and assessed in accordance with the erm policy and managed
through the erm framework."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"‘as discussed in strategy and risk management section, the esg steering committee is also
exploring the development of a materiality definition for climate risks, incorporating relevant
regulatory and industry guidance for both the definition and regularity of assessment of materiality
assumptions, including associated risk metrics.
10

4 metrics and targets

41 disclose the metrics used by the organization to assess climate-related risks and
opportunities in line with its strategy and risk management process."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"f&g anticipates conducting an expanded quantitative
analysis of the investment portfolio, as well as consideration of other metrics and proactive
contribution to reducing uncertainty and filling data gaps, working with investment managers and
other stakeholders to collect additional data on the subject of climate risks."
2022_Fidelity & Guaranty Life Insurance Company of New York.pdf,climate_risk,"efforts will continue to develop and enhance
key policies and statements to reflect our ongoing commitment to mitigating climate-related risk,
including climate scenario analysis, and f&g will continue to monitor risks and opportunities
related to our climate risk assessment,

2"
2022_First Medical Health Plan.pdf,climate_risk,"95722

first medical health plan

‘annual climate risk disclosure form

(climate risk disclosure survey)

i. narrative questions,

a. governance

1."
2022_First Medical Health Plan.pdf,climate_risk,"a, describe the climate risks and opportunities that the health insurance provider or organization
has identified in the short, medium, and long term."
2022_First Medical Health Plan.pdf,climate_risk,"in doing so, it is recommended to consider including the following:

+ discuss whether and how the insurer supplies products or services designed to support the

transition to a low-carbon economy or to help the consumer adapt to climate risks.

does not apply to our operation."
2022_First Medical Health Plan.pdf,climate_risk,"+ describe how the insurer considers the impact of climate-related risks on its product portfolios

and exposure in its subscription activities in relation to physical risks, transitional risks and liability

risks."
2022_First Medical Health Plan.pdf,climate_risk,"any potential related medical costs may be mitigated through reviews to annual
| premiums

+ describe the steps the insurer has taken to encourage its insurers to manage potential physical
and climate transition risks, if applicable.

does not apply to our operation."
2022_First Medical Health Plan.pdf,climate_risk,"c. describe the objectives used by the healtheare provider or organization to manage climate risks
and opportunities and their performance in relation to objectives."
2022_First Medical Health Plan.pdf,climate_risk,"does the health insurance provider or organization have goals to manage climate risks and
opportunities?"
2022_First Penn-Pacific Life Insurance Company.pdf,human_rights_labor,"the corporate governance committee provides

oversight of our governance, sustainability, and corporate social responsibility strategy."
2022_First Penn-Pacific Life Insurance Company.pdf,climate_risk,"our chief sustainability officer reports to the corporate governance committee at least

twice annually, and collaborates with business units and functional areas to develop:

strategies, determine priorities, address issues, and integrate environmental, social, and

governance (esg) strategies aligned with the business,

‘as part of its oversight of the enterprise risk management function, our audit committee

‘oversees risks, which can include environmental, social, and governance (""esc"")

risks, including climate risk."
2022_First Penn-Pacific Life Insurance Company.pdf,climate_risk,"each scenario
analyzes the physical risk impacts from increased natural disasters and the transitional risk impacts from
the implernentation of a carbon tax."
2022_General Security Natl Ins Co.pdf,climate_risk,"in disclosing the actual and potential impacts of climate-related risks and opportunities on the
insurer's businesses, strategy and financial planning, insurers should consider including the
following:
— describe the steps the insurer has taken to engage key constituencies on the topic of
climate risk and resiliency.*i
—_"
